customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01959,Male,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),102.7,5890.09,No
CUST-01960,Male,1,Yes,No,58,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,60.09,3497.68,No
CUST-01961,Female,0,No,No,31,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),88.85,2516.13,No
CUST-01962,Male,1,No,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),50.61,2608.18,No
CUST-01963,Female,1,Yes,No,1,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,88.25,80.95,Yes
CUST-01964,Female,1,No,No,36,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),22.35,770.92,No
CUST-01965,Male,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),110.93,3316.16,No
CUST-01966,Male,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),96.69,0.0,Yes
CUST-01967,Male,0,No,No,27,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,84.48,2407.86,No
CUST-01968,Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,50.39,851.95,No
CUST-01969,Male,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,102.26,5992.75,No
CUST-01970,Male,0,Yes,No,69,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),94.77,6785.33,No
CUST-01971,Male,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.31,3064.25,No
CUST-01972,Male,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),37.74,1603.58,No
CUST-01973,Male,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.55,1622.23,No
CUST-01974,Female,0,Yes,Yes,12,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,66.82,807.43,Yes
CUST-01975,Female,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,96.34,2992.98,Yes
CUST-01976,Male,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,89.45,6266.16,No
CUST-01977,Male,0,No,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,67.36,3303.8,No
CUST-01978,Male,0,No,Yes,17,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),38.44,644.59,Yes
CUST-01979,Male,0,No,Yes,27,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),41.92,1052.16,No
CUST-01980,Female,0,Yes,No,3,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,23.76,73.39,No
CUST-01981,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),35.68,1483.97,No
CUST-01982,Female,0,Yes,Yes,5,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,19.28,103.16,No
CUST-01983,Female,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),85.45,686.18,Yes
CUST-01984,Male,1,No,Yes,19,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),76.82,1541.64,Yes
CUST-01985,Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,116.8,4164.37,No
CUST-01986,Female,0,Yes,No,67,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,94.28,6562.17,No
CUST-01987,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,42.62,1896.32,No
CUST-01988,Female,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.79,4873.51,No
CUST-01989,Male,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,19.22,228.19,No
CUST-01990,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,116.62,5151.4,No
CUST-01991,Female,0,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,79.44,5732.43,No
CUST-01992,Male,0,Yes,Yes,24,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.97,733.49,No
CUST-01993,Male,0,Yes,No,30,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),67.85,1884.83,Yes
CUST-01994,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),112.06,1277.27,No
CUST-01995,Male,0,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,102.97,6067.89,No
CUST-01996,Male,1,No,Yes,60,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,47.89,2787.47,No
CUST-01997,Female,0,Yes,Yes,52,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),57.61,2884.39,No
CUST-01998,Male,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,103.36,2782.69,Yes
CUST-01999,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,108.0,6730.87,No
CUST-02000,Male,0,No,No,9,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,109.46,900.63,No
CUST-02001,Male,0,Yes,No,11,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),112.79,1325.9,No
CUST-02002,Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,68.05,1409.16,Yes
CUST-02003,Female,0,No,No,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),104.15,5691.75,Yes
CUST-02004,Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,52.7,1112.32,Yes
CUST-02005,Female,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),101.81,3806.78,Yes
CUST-02006,Male,0,No,No,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,52.75,3579.47,No
CUST-02007,Female,1,Yes,No,26,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,78.83,2198.97,No
CUST-02008,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,64.85,3663.0,No
CUST-02009,Male,0,Yes,No,46,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.29,5424.47,No
CUST-02010,Male,0,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),24.65,1573.49,No
CUST-02011,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,112.88,1630.95,Yes
CUST-02012,Male,1,No,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,64.21,1622.89,Yes
CUST-02013,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.14,559.59,Yes
CUST-02014,Female,0,Yes,No,23,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),100.78,2375.42,No
CUST-02015,Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),84.62,5211.05,No
CUST-02016,Female,0,No,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,113.37,4073.4,No
CUST-02017,Male,0,Yes,No,40,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),72.66,2744.07,No
CUST-02018,Female,0,Yes,Yes,39,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),73.87,2649.72,No
CUST-02019,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),115.17,1134.67,Yes
CUST-02020,Female,1,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),110.64,0.0,No
CUST-02021,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),38.87,1192.54,No
CUST-02022,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),48.69,2088.92,No
CUST-02023,Female,0,No,Yes,25,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,80.53,2059.51,No
CUST-02024,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),111.94,5379.26,Yes
CUST-02025,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,74.34,3379.43,No
CUST-02026,Female,0,No,Yes,8,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.28,741.36,No
CUST-02027,Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),27.4,227.25,No
CUST-02028,Female,0,No,No,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,70.26,0.0,Yes
CUST-02029,Female,1,No,No,70,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,32.76,2380.64,No
CUST-02030,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,44.06,2061.78,No
CUST-02031,Male,0,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),34.63,2123.52,No
CUST-02032,Male,0,No,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,34.59,1949.58,No
CUST-02033,Male,1,No,Yes,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,117.17,5386.46,No
CUST-02034,Female,0,No,Yes,15,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),47.82,759.53,No
CUST-02035,Male,0,No,No,37,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,74.55,2848.25,Yes
CUST-02036,Female,0,Yes,No,10,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,20.01,202.05,No
CUST-02037,Female,1,Yes,Yes,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,98.64,2510.42,No
CUST-02038,Male,1,Yes,No,58,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),86.02,5163.28,No
CUST-02039,Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,40.88,1137.7,No
CUST-02040,Male,0,Yes,No,39,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),21.61,798.05,No
CUST-02041,Male,0,No,No,7,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,45.46,318.5,No
CUST-02042,Male,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.86,376.33,Yes
CUST-02043,Male,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.52,783.33,No
CUST-02044,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.54,1257.42,No
CUST-02045,Female,1,No,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),58.93,1147.27,Yes
CUST-02046,Female,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,35.6,2052.13,No
CUST-02047,Female,0,Yes,No,5,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,81.18,405.85,No
CUST-02048,Male,0,No,Yes,62,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,35.47,2302.56,No
CUST-02049,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),117.36,614.67,No
CUST-02050,Male,0,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),61.58,3334.14,No
CUST-02051,Female,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,32.83,99.43,Yes
CUST-02052,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.38,209.66,No
CUST-02053,Female,1,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,60.06,4474.05,No
CUST-02054,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,98.91,7311.63,Yes
CUST-02055,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),61.88,194.64,No
CUST-02056,Male,0,No,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,32.11,1753.84,No
CUST-02057,Female,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,66.87,2396.72,Yes
CUST-02058,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),51.74,3574.87,No
CUST-02059,Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),68.19,330.96,No
CUST-02060,Male,0,No,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),57.11,2832.41,No
CUST-02061,Male,0,No,No,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),82.79,4136.24,No
CUST-02062,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,98.36,1310.44,No
CUST-02063,Male,0,Yes,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),106.65,1138.93,No
CUST-02064,Female,0,No,No,9,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.13,855.09,No
CUST-02065,Male,1,No,No,60,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),53.5,3447.14,No
CUST-02066,Female,0,Yes,No,12,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),62.85,777.82,No
CUST-02067,Female,0,No,No,33,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),82.18,2630.62,No
CUST-02068,Male,1,Yes,Yes,59,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),39.98,2420.56,No
CUST-02069,Female,0,No,No,50,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,88.18,4610.95,No
CUST-02070,Male,0,Yes,No,4,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,82.98,344.24,No
CUST-02071,Male,1,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,83.65,2774.63,Yes
CUST-02072,Male,0,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),51.33,610.43,No
CUST-02073,Female,1,Yes,Yes,51,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),78.16,3854.79,No
CUST-02074,Female,1,No,Yes,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,37.77,415.07,Yes
CUST-02075,Male,0,Yes,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),36.97,2020.7,No
CUST-02076,Male,0,Yes,No,53,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),94.85,4635.2,No
CUST-02077,Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,55.96,2410.3,No
CUST-02078,Male,0,No,No,47,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),72.46,3625.05,No
CUST-02079,Male,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,47.27,2464.43,No
CUST-02080,Female,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),41.59,2076.21,No
CUST-02081,Male,0,No,No,49,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),95.99,5067.73,No
CUST-02082,Female,0,Yes,No,45,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),97.42,4754.72,No
CUST-02083,Male,0,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,101.63,3937.38,Yes
CUST-02084,Female,0,Yes,No,12,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),103.44,1208.62,No
CUST-02085,Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.14,1129.61,No
CUST-02086,Male,0,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,98.9,90.23,No
CUST-02087,Female,1,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,52.59,668.08,No
CUST-02088,Male,1,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.25,1221.64,No
CUST-02089,Female,0,No,No,33,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),86.93,2761.45,No
CUST-02090,Male,1,Yes,Yes,18,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),37.9,693.95,No
CUST-02091,Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),63.15,467.93,Yes
CUST-02092,Female,0,No,No,32,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,34.39,1207.3,No
CUST-02093,Female,0,No,No,26,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,57.15,1580.14,No
CUST-02094,Female,0,No,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),106.49,4764.94,No
CUST-02095,Male,1,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,79.32,85.8,No
CUST-02096,Male,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,32.81,1835.0,Yes
CUST-02097,Female,0,No,No,56,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,90.55,5473.37,No
CUST-02098,Female,0,Yes,Yes,15,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,102.78,1642.21,No
CUST-02099,Female,0,No,Yes,5,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,34.64,156.37,Yes
CUST-02100,Male,0,Yes,No,13,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,92.41,1272.63,No
CUST-02101,Male,0,No,No,26,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,72.91,2003.31,No
CUST-02102,Male,0,No,No,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),78.43,2795.92,No
CUST-02103,Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,111.9,2011.4,No
CUST-02104,Female,0,No,No,36,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,21.66,723.34,No
CUST-02105,Female,0,No,No,3,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),81.88,253.82,No
CUST-02106,Female,0,No,Yes,57,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,26.15,1542.54,No
CUST-02107,Male,0,Yes,No,8,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,96.96,850.37,Yes
CUST-02108,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,107.61,4383.76,No
CUST-02109,Male,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),26.65,369.17,No
CUST-02110,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),20.58,57.79,No
CUST-02111,Female,0,Yes,No,51,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,113.57,6125.36,No
CUST-02112,Male,1,No,Yes,17,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,110.65,1826.05,No
CUST-02113,Female,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,110.37,6248.57,Yes
CUST-02114,Male,0,Yes,No,58,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,111.97,6204.73,No
CUST-02115,Male,1,Yes,No,53,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,68.01,3385.81,Yes
CUST-02116,Female,0,No,No,40,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,115.69,4739.06,No
CUST-02117,Male,0,No,Yes,59,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),107.23,6852.47,Yes
CUST-02118,Female,0,Yes,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),27.77,77.33,No
CUST-02119,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,99.27,3426.23,No
CUST-02120,Female,0,Yes,Yes,6,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,89.24,585.49,No
CUST-02121,Female,1,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.41,640.81,Yes
CUST-02122,Female,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),91.79,5813.36,No
CUST-02123,Male,0,No,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,66.49,3999.27,Yes
CUST-02124,Male,1,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,103.38,3860.36,No
CUST-02125,Female,1,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,99.88,3999.39,No
CUST-02126,Female,0,No,Yes,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,112.23,5145.49,No
CUST-02127,Male,0,Yes,No,68,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),25.53,1826.18,No
CUST-02128,Male,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,89.02,4112.55,Yes
CUST-02129,Male,0,No,No,64,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,55.71,3306.28,No
CUST-02130,Female,0,No,No,53,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),95.6,5506.93,Yes
CUST-02131,Male,1,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,78.26,4380.8,No
CUST-02132,Male,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,67.56,5066.62,No
